id;catalogNumber;description;gpsLength;gpsWidth;gpsLengthPosition;gpsWidthPosition;indexLevel
15836;98;SK5GA;70.0;17.0;S;E;32
17724;54;UARMV;73.0;14.0;S;E;32
23631;85;I8CFY;77.0;14.0;S;E;32
16010;97;1LWAZ;76.0;16.0;S;E;32
16026;81;297MV;80.0;17.0;S;E;32
17274;67;E7QU8;65.0;18.0;S;W;32
20565;22;NHV7Z;76.0;18.0;S;E;32
18636;56;XD22U;83.0;18.0;S;E;32
24396;86;4F0MI;84.0;16.0;S;E;32
18773;8;XYD4G;65.0;20.0;N;E;32
23102;19;HJUAQ;74.0;20.0;S;E;32
16254;51;6BNKT;80.0;19.0;S;E;32
23363;5;B3NU6;82.0;20.0;N;E;32
20951;46;1OX3S;86.0;10.0;S;E;32
22823;16;719II;90.0;11.0;N;W;32
19014;58;NGLBL;94.0;5.0;S;E;32
23188;3;9RS87;98.0;6.0;N;E;32
20954;87;6L2E6;95.0;11.0;N;W;32
20427;93;O6F01;96.0;9.0;S;E;32
15672;92;0FX9H;98.0;8.0;S;E;32
12856;84;33M21;87.0;18.0;S;E;32
19610;58;JYXCU;88.0;14.0;S;E;32
22314;66;O7DQW;90.0;15.0;S;E;32
23450;96;UCK3T;93.0;17.0;S;E;32
18834;87;85A3A;97.0;12.0;S;E;32
22690;48;2P5ID;97.0;14.0;N;E;32
23308;91;ON78B;94.0;15.0;S;E;32
17956;32;I074V;87.0;20.0;S;E;32
16044;72;YYGPQ;91.0;19.0;N;E;32
23406;74;3VX6Y;99.0;16.0;S;E;32
24317;59;VSHYQ;55.0;22.0;S;E;32
18573;67;OY6GQ;59.0;21.0;S;E;32
21296;89;YYFXN;58.0;23.0;S;E;32
19867;54;WR47Q;51.0;24.0;S;E;32
17008;25;KTP28;68.0;21.0;S;E;32
16896;8;3M08G;62.0;24.0;S;E;32
21392;82;P4JTD;66.0;23.0;S;E;32
17275;54;CA6DW;68.0;23.0;S;E;32
20930;47;851A7;55.0;25.0;S;E;32
16323;50;MK8FO;57.0;25.0;S;E;32
14032;62;BHUO7;68.0;25.0;S;E;32
21483;24;KH6YG;62.0;26.0;S;E;32
20222;56;4GO8R;66.0;27.0;S;E;32
23050;61;ZUXB8;74.0;22.0;S;E;32
24604;28;A999D;76.0;22.0;S;E;32
20080;15;NKAV1;84.0;22.0;S;E;32
16292;45;9CP2M;72.0;26.0;S;E;32
16120;36;C1C3B;85.0;24.0;S;E;32
15308;3;HQEO3;77.0;25.0;S;E;32
23238;64;GB77J;79.0;25.0;S;E;32
13944;5;IX4IN;83.0;26.0;S;E;32
18705;54;AMCRG;77.0;27.0;S;E;32
23203;51;82NSN;79.0;27.0;S;E;32
22152;29;CTYRZ;93.0;22.0;N;E;32
21499;37;5VKI4;94.0;26.0;S;E;32
20376;60;YM6UW;96.0;26.0;S;E;32
21063;63;8YNIU;91.0;27.0;N;E;32
20321;78;53LWI;41.0;28.0;S;E;32
21707;5;TYIFO;62.0;28.0;S;E;32
23541;64;67BSN;72.0;28.0;S;E;32
23723;25;0B2JI;96.0;28.0;S;E;32
23475;37;8PS0I;30.0;30.0;S;E;32
24367;15;560YR;43.0;29.0;S;E;32
24362;68;MC1A0;41.0;30.0;N;E;32
19018;34;IML8H;48.0;30.0;S;E;32
20993;31;ZG3FG;52.0;30.0;S;E;32
18753;33;Q8CZ2;58.0;29.0;N;E;32
21524;89;PWQWT;37.0;32.0;S;E;32
21473;93;YCGH9;43.0;31.0;S;E;32
22295;91;7H1YF;47.0;31.0;S;W;32
17172;0;CWSZB;65.0;31.0;S;W;32
22845;81;JWGG8;52.0;32.0;S;W;32
23600;33;ZIGB1;44.0;33.0;S;E;32
22935;65;KHJT3;46.0;33.0;S;E;32
17331;24;BH391;54.0;33.0;S;E;32
20441;48;H2DVF;30.0;47.0;N;E;32
20710;55;E75KM;33.0;35.0;S;E;32
24105;85;6TGWD;37.0;34.0;S;E;32
19016;33;0ZLK9;36.0;40.0;S;E;32
17782;45;Y48NF;31.0;41.0;S;E;32
17144;5;MYY2R;32.0;41.0;N;E;32
17105;1;5SE1N;32.0;43.0;S;E;32
12022;58;90B7V;34.0;45.0;S;E;32
13714;7;KXO2L;36.0;46.0;S;E;32
13994;10;EBFCA;36.0;48.0;S;E;32
14747;48;1109F;37.0;38.0;S;W;32
20365;63;QDK3V;40.0;39.0;N;W;32
15526;46;EZUZA;40.0;42.0;S;E;32
18207;20;MW3BO;40.0;46.0;S;E;32
13935;29;5PMS7;40.0;49.0;S;E;32
22081;27;OJR66;30.0;55.0;N;E;32
19154;4;QBRIK;30.0;69.0;S;E;32
18652;4;7CG7H;31.0;55.0;S;E;32
17343;55;HX1KA;31.0;58.0;S;E;32
22334;2;FN622;32.0;66.0;S;E;32
17088;68;FWMYB;32.0;70.0;S;E;32
18235;67;27J5S;31.0;74.0;S;E;32
22704;27;J31E0;31.0;82.0;S;W;32
20348;75;SF8YM;32.0;80.0;S;E;32
15768;54;A254C;33.0;52.0;S;E;32
20261;7;RBZMX;33.0;62.0;S;E;32
18411;47;P4FML;33.0;64.0;S;E;32
19372;28;S6F2R;31.0;84.0;N;E;32
23943;94;WJ8TX;31.0;88.0;S;E;32
21694;12;JS0WM;30.0;90.0;S;E;32
23109;70;RVG04;34.0;91.0;S;E;32
17392;46;5SPYM;35.0;62.0;N;E;32
16995;59;SNXEP;35.0;64.0;S;E;32
22631;28;80ZLT;37.0;52.0;S;W;32
16728;36;IG6JR;37.0;54.0;S;E;32
16708;6;GLNBJ;37.0;56.0;S;E;32
16541;67;AUQ1D;36.0;66.0;S;E;32
13362;10;ECIH0;39.0;51.0;S;E;32
20257;40;6XOOH;39.0;55.0;S;E;32
14435;40;XI4ZN;40.0;59.0;S;E;32
20233;85;J7TM1;40.0;63.0;S;E;32
13788;36;V4XPH;35.0;75.0;S;E;32
17299;78;RW64A;36.0;70.0;N;W;32
21426;81;G4VUI;36.0;73.0;S;E;32
19826;59;KV2YD;39.0;75.0;S;E;32
17240;24;4V3JM;35.0;77.0;N;E;32
13817;46;VUE9T;35.0;81.0;S;E;32
17830;68;Q0EK6;39.0;81.0;S;E;32
19700;27;SM5L4;35.0;87.0;S;E;32
20183;21;SC5MF;38.0;90.0;S;E;32
22600;24;UPJO6;39.0;84.0;S;E;32
18347;16;JEER0;52.0;34.0;S;E;32
10280;81;M5AFP;56.0;35.0;S;E;32
11029;46;TTCBX;65.0;35.0;S;E;32
18621;82;4BCF1;50.0;36.0;S;E;32
12102;91;ERT9G;58.0;36.0;S;E;32
13336;68;F3HIQ;62.0;36.0;S;E;32
18639;74;VF7XZ;44.0;37.0;S;E;32
14848;33;N4928;44.0;39.0;S;E;32
20040;8;DSL58;44.0;41.0;S;E;32
24898;22;VQFS8;55.0;39.0;S;E;32
19382;9;QUYQ3;50.0;40.0;S;E;32
19379;80;KG0JN;61.0;38.0;S;E;32
21696;96;BUE3S;61.0;40.0;S;E;32
23368;5;7X8J5;65.0;39.0;S;E;32
18809;99;RSAMJ;55.0;41.0;S;E;32
14693;73;UQOVS;48.0;42.0;S;E;32
20996;86;LIM9Y;50.0;42.0;S;E;32
16244;27;CD96P;47.0;46.0;N;E;32
17986;34;I8SZP;51.0;44.0;S;E;32
15706;83;9F4R9;45.0;47.0;S;E;32
21083;22;SFL8A;53.0;43.0;S;E;32
23777;78;WURCN;53.0;47.0;S;E;32
24462;1;6BLJW;47.0;48.0;S;E;32
19205;72;6771X;51.0;49.0;S;E;32
17075;74;1SJFK;59.0;42.0;S;E;32
18954;86;KXKKP;59.0;44.0;S;E;32
18213;74;OLCL4;58.0;46.0;N;E;32
19132;53;HZXGM;61.0;44.0;S;W;32
19639;35;V6WBP;65.0;41.0;S;E;32
13074;95;MDRRU;65.0;43.0;S;E;32
15258;31;CJRY6;62.0;46.0;S;E;32
22146;7;6SJVH;57.0;48.0;S;E;32
14277;99;KN4AP;64.0;47.0;S;E;32
11128;43;BB8PT;64.0;49.0;S;E;32
11983;4;TB79V;43.0;51.0;N;E;32
16749;79;6L6YS;43.0;55.0;S;E;32
23360;96;OGR36;43.0;57.0;S;E;32
19424;49;DMJ85;42.0;60.0;N;E;32
20107;42;8XFM7;42.0;72.0;S;E;32
21252;64;56FDL;43.0;72.0;S;E;32
14652;79;NWNLD;41.0;76.0;S;E;32
13552;60;PO1WH;43.0;78.0;N;E;32
22680;13;A6ENS;43.0;80.0;S;E;32
24226;78;Y7XC7;43.0;84.0;S;E;32
21298;25;V69AH;47.0;50.0;S;E;32
15915;43;61CMY;47.0;54.0;N;E;32
16124;70;Q1IP6;48.0;54.0;N;E;32
20607;64;AS53T;51.0;51.0;S;W;32
19085;37;CJDP6;54.0;53.0;N;E;32
18989;2;07RFY;54.0;55.0;S;E;32
20872;83;EA3RC;57.0;50.0;S;E;32
15213;56;9J68M;55.0;51.0;S;E;32
14913;25;JCGFB;56.0;54.0;S;E;32
23445;38;JY1MH;47.0;58.0;S;E;32
10587;24;C472R;50.0;57.0;S;E;32
14046;87;VQ3O6;50.0;59.0;S;E;32
21046;86;H1TEO;44.0;64.0;S;E;32
16798;21;VIPPW;44.0;66.0;S;E;32
9896;65;XOJKL;46.0;60.0;S;E;32
9663;79;BYTEG;50.0;61.0;S;E;32
9810;17;Q3MLR;50.0;63.0;S;E;32
12340;29;QOIT4;46.0;66.0;S;E;32
10425;86;2UQTG;50.0;65.0;S;E;32
9591;3;95PGA;44.0;68.0;N;E;32
9828;63;CUVMJ;45.0;68.0;S;E;32
11282;48;BLVBK;47.0;71.0;N;E;32
10578;56;6WG68;47.0;75.0;S;E;32
12689;84;U126K;49.0;69.0;S;E;32
11864;8;F4M77;49.0;71.0;S;E;32
9274;70;HYDZ7;49.0;73.0;S;E;32
13471;13;SLFZK;54.0;60.0;S;E;32
15062;45;YSQRL;53.0;64.0;S;E;32
19516;68;75O7X;54.0;62.0;N;E;32
14449;30;CNGLM;57.0;62.0;S;E;32
14971;57;XSQQA;57.0;64.0;S;E;32
7818;36;MD1ZW;53.0;68.0;S;E;32
8692;17;UVTH8;53.0;72.0;S;E;32
12105;29;QAXOS;53.0;76.0;S;E;32
9986;28;KHVTE;54.0;65.0;S;E;32
10942;93;NP1FO;57.0;66.0;S;E;32
9050;98;J3AWQ;57.0;70.0;S;E;32
9984;30;60MB3;57.0;74.0;N;W;32
11725;52;DWQK9;56.0;76.0;S;E;32
19680;43;E2X4A;58.0;56.0;S;E;32
18202;73;K8H19;58.0;58.0;S;E;32
22755;3;JAKTW;59.0;61.0;S;W;32
19718;31;W6C0T;60.0;52.0;S;E;32
20705;40;EJDF9;62.0;53.0;S;E;32
23530;76;G8BYR;60.0;57.0;S;E;32
19714;32;DWWXS;64.0;51.0;S;E;32
18558;89;SWBX1;67.0;54.0;S;E;32
15877;87;491NW;65.0;57.0;S;E;32
21050;39;46BPE;66.0;55.0;S;E;32
18950;91;SKPTO;60.0;59.0;N;E;32
17231;92;KLCJH;61.0;65.0;S;E;32
13375;79;TKUCX;61.0;67.0;S;E;32
17859;1;HTC21;63.0;61.0;S;E;32
12510;82;IRYV5;63.0;63.0;S;E;32
15525;96;1LT3G;60.0;73.0;S;E;32
13631;25;HMVIM;60.0;75.0;S;W;32
14015;36;EFO53;61.0;69.0;S;E;32
14590;49;BSXV9;63.0;68.0;S;E;32
23022;4;XXZAT;64.0;72.0;S;E;32
18627;49;4MXW9;64.0;76.0;S;E;32
17083;11;MEZ5Q;65.0;70.0;S;E;32
22790;56;6F6M8;66.0;70.0;S;E;32
15200;65;BX8ML;66.0;72.0;S;E;32
24381;84;CGM6A;67.0;58.0;S;E;32
13510;39;TSJVY;67.0;68.0;N;E;32
15204;45;YWJB1;45.0;78.0;S;E;32
18015;30;URTS4;51.0;77.0;S;E;32
17558;53;N9XNR;45.0;81.0;S;E;32
13028;52;LDE2Z;50.0;79.0;S;E;32
16370;56;B0DO1;50.0;81.0;S;E;32
20272;30;2QAEP;56.0;79.0;S;E;32
24419;91;LV4JG;52.0;80.0;S;E;32
17755;13;UJ8UO;44.0;83.0;S;E;32
19248;70;DR7TM;48.0;83.0;N;E;32
23795;9;YVN8G;48.0;85.0;S;E;32
19566;76;KHGGM;54.0;82.0;S;E;32
20312;45;5I1S0;54.0;84.0;S;E;32
20899;53;9BAUA;56.0;83.0;N;E;32
19473;96;IOORF;56.0;85.0;S;E;32
19828;69;0P9X9;58.0;77.0;N;E;32
18541;36;V5I0H;64.0;78.0;S;E;32
21475;29;40LL8;60.0;79.0;S;E;32
14778;15;QZG5E;60.0;81.0;S;E;32
20213;54;7THA3;63.0;80.0;S;E;32
20105;54;BNQ1A;60.0;85.0;N;E;32
19672;77;IFZ1M;67.0;81.0;S;E;32
18806;19;IH1H4;67.0;83.0;N;E;32
21014;27;DMQ7W;42.0;86.0;N;E;32
19004;94;3PBVB;42.0;88.0;S;E;32
17269;49;FHYE4;46.0;89.0;S;E;32
19570;63;Y9HGB;48.0;89.0;S;E;32
16426;80;5UP49;52.0;88.0;S;E;32
14336;15;IWE6J;57.0;87.0;S;W;32
14252;85;DG1YW;59.0;87.0;S;E;32
20140;52;664T8;53.0;88.0;S;E;32
18443;38;PKCYZ;59.0;90.0;S;E;32
18469;32;NL6V8;46.0;91.0;S;E;32
18955;80;OGJVH;57.0;91.0;N;E;32
21122;79;MVOSK;63.0;88.0;S;E;32
21811;67;R9UDV;67.0;91.0;S;E;32
20339;21;42VOP;68.0;78.0;S;E;32
21022;99;F4SJ6;69.0;31.0;S;E;32
20762;8;UW5DN;69.0;33.0;S;E;32
21763;48;QCJ1K;70.0;29.0;S;E;32
21979;60;S6RLS;81.0;29.0;S;E;32
15002;26;MME6A;75.0;31.0;S;E;32
22325;53;EF3ZA;77.0;31.0;S;E;32
16823;32;RSGJ5;71.0;32.0;S;E;32
18702;55;9O2O1;81.0;33.0;S;E;32
19232;94;Y7EB4;73.0;36.0;S;E;32
18441;38;PMCCN;80.0;36.0;S;E;32
19762;89;5O3QI;69.0;38.0;S;E;32
20004;59;RETTU;75.0;37.0;S;E;32
22936;5;EQ9JN;76.0;39.0;S;E;32
22129;84;89DYC;78.0;39.0;S;E;32
18867;0;T8ZNQ;79.0;37.0;S;E;32
24322;75;JD44Y;86.0;33.0;S;E;32
21035;68;JBY52;90.0;29.0;S;E;32
18131;25;6J6WW;87.0;30.0;S;E;32
23136;34;XV0BQ;89.0;31.0;S;E;32
19769;44;EV3DK;94.0;32.0;S;E;32
19539;25;KCJ5J;90.0;33.0;S;E;32
21387;0;IUOUR;82.0;34.0;S;E;32
20110;44;AX1JL;82.0;36.0;N;E;32
18982;43;C2UZX;90.0;35.0;S;E;32
21921;43;GR45X;94.0;34.0;S;E;32
18147;71;5GX64;92.0;36.0;S;E;32
20832;89;X0Q2Q;84.0;38.0;S;E;32
17532;62;VN684;86.0;39.0;S;E;32
19277;85;QU9V6;90.0;39.0;S;E;32
23886;6;2JHYS;69.0;44.0;S;E;32
21935;45;FL33W;72.0;40.0;S;E;32
23741;74;NSFZ5;84.0;40.0;S;E;32
22810;77;UDYOS;86.0;41.0;S;E;32
16973;89;UG826;97.0;41.0;S;E;32
22655;64;K4X4L;72.0;42.0;S;E;32
20825;33;ME5GQ;72.0;44.0;S;E;32
21072;83;L03JZ;76.0;43.0;S;W;32
18550;43;VIBER;76.0;45.0;S;E;32
19218;77;T5Z39;82.0;42.0;S;E;32
13707;71;EDJX4;78.0;44.0;N;E;32
18691;78;VC4XX;87.0;45.0;S;E;32
20193;31;H7FNI;76.0;47.0;S;E;32
14597;44;SGWI6;87.0;47.0;S;E;32
17440;96;KTKY4;93.0;42.0;S;E;32
20960;99;TC3Z3;93.0;44.0;S;E;32
21983;69;WWR60;93.0;46.0;S;E;32
22757;34;KFL61;95.0;45.0;S;E;32
21761;40;NGOQ5;80.0;48.0;S;E;32
22930;10;B4DHY;81.0;48.0;S;E;32
21523;83;KIO19;97.0;49.0;N;E;32
21768;33;B10EO;98.0;35.0;S;E;32
16085;0;RGTZW;71.0;55.0;S;W;32
21345;16;5ZVGZ;69.0;60.0;S;E;32
17097;36;C5HL9;69.0;62.0;S;E;32
16003;35;MYJKS;70.0;73.0;S;W;32
18153;14;PKK84;70.0;75.0;S;E;32
16192;38;VJZQD;71.0;57.0;S;E;32
19727;63;MZ5M2;71.0;61.0;N;E;32
15464;13;I70RA;71.0;63.0;S;E;32
15553;13;PK2V5;70.0;79.0;S;E;32
20063;85;TOQPV;71.0;81.0;S;E;32
24253;46;G47Z9;71.0;83.0;S;E;32
18561;12;1EVGI;71.0;87.0;S;W;32
24460;88;XMWQ7;70.0;89.0;S;E;32
18759;70;JP1WR;72.0;50.0;S;E;32
20673;67;OFUER;72.0;52.0;N;E;32
18599;23;SJKLW;72.0;65.0;S;E;32
23955;34;KC8YS;72.0;69.0;N;E;32
22374;57;74N0R;75.0;51.0;S;E;32
20293;93;WXC14;75.0;53.0;S;E;32
16662;26;K2FFF;75.0;57.0;S;E;32
19027;87;4SXW1;75.0;61.0;S;E;32
14432;34;31A79;74.0;70.0;S;E;32
14310;99;KAQ84;74.0;78.0;S;E;32
21018;93;0STN4;73.0;82.0;S;E;32
17909;81;LCL7Q;73.0;84.0;S;E;32
14725;36;F4LQS;75.0;63.0;S;E;32
20231;94;05GJ0;75.0;74.0;S;E;32
18757;94;XITQN;75.0;78.0;S;E;32
21391;81;X3K4Y;75.0;86.0;S;E;32
23059;61;NBLKE;76.0;72.0;S;E;32
20980;16;ADFWN;77.0;60.0;S;E;32
15411;31;CYZH6;77.0;84.0;S;E;32
17853;1;3YRKE;77.0;87.0;S;E;32
16430;97;DHATT;76.0;89.0;S;E;32
20657;47;PV3NC;74.0;90.0;S;E;32
15177;82;NXMWB;78.0;60.0;N;E;32
17089;58;3QPFO;78.0;66.0;S;E;32
19830;81;0XLBL;78.0;72.0;S;E;32
24264;15;PK7TA;79.0;52.0;N;E;32
24294;5;BRM2M;79.0;54.0;S;E;32
20054;29;KWNXZ;79.0;64.0;S;E;32
24513;15;E6LT6;80.0;67.0;S;W;32
23521;65;9GCJP;82.0;59.0;S;E;32
15881;53;UWQX5;82.0;63.0;S;E;32
23237;79;5F6VV;82.0;65.0;S;E;32
18718;52;9JXO0;83.0;54.0;S;E;32
18005;19;J8FS5;83.0;57.0;S;E;32
15715;22;QBHV0;85.0;53.0;S;W;32
23364;96;4WKE8;85.0;68.0;S;W;32
17010;45;EO96D;90.0;52.0;S;E;32
14952;52;UGT4H;89.0;54.0;S;E;32
19319;0;23W2X;93.0;50.0;S;E;32
13635;32;MEKZY;92.0;52.0;S;E;32
19221;70;M8SHV;86.0;59.0;S;E;32
15348;39;Z7O8M;89.0;56.0;S;E;32
11541;64;26DQ1;86.0;61.0;S;E;32
16199;17;FL8NC;86.0;65.0;S;E;32
11752;53;O3SQ2;88.0;60.0;S;E;32
14566;74;JM4GP;88.0;62.0;S;E;32
17918;6;3ONFW;89.0;68.0;S;E;32
11675;72;EV38Z;92.0;58.0;S;E;32
13783;28;EPK4A;92.0;62.0;S;E;32
14510;79;P1IVJ;90.0;64.0;S;E;32
14492;17;CHTJK;91.0;67.0;S;E;32
22591;83;6HDMR;92.0;65.0;N;E;32
22326;26;69GBP;82.0;69.0;S;E;32
16553;88;GJBBK;85.0;70.0;S;E;32
15090;47;04XK4;89.0;70.0;S;E;32
16713;48;71QPD;82.0;71.0;S;E;32
16504;40;QK5GV;84.0;71.0;S;E;32
15828;16;HVX5P;89.0;72.0;S;E;32
17182;40;ICPYJ;85.0;74.0;N;E;32
14948;9;71OZU;87.0;76.0;S;E;32
18413;64;QQRP9;89.0;76.0;S;E;32
24524;17;HUEHU;93.0;71.0;S;E;32
16593;45;FWU1S;93.0;73.0;N;E;32
20006;24;VTA5A;81.0;77.0;S;E;32
13273;61;96LM9;94.0;55.0;S;E;32
15963;0;8AD3U;94.0;59.0;S;E;32
13536;15;MSKZM;96.0;53.0;S;E;32
17741;24;NJ86C;96.0;55.0;S;E;32
21214;9;5SYUP;96.0;57.0;N;E;32
21991;51;7RVHL;99.0;60.0;S;E;32
19936;93;O9LJT;97.0;61.0;S;E;32
24661;76;7FB89;94.0;76.0;S;E;32
19007;47;DCU9D;97.0;63.0;S;E;32
18088;56;TXOUJ;99.0;64.0;S;E;32
17281;24;P4284;95.0;67.0;S;E;32
15968;12;Q7XUE;99.0;66.0;S;W;32
19043;40;ZZ10I;95.0;69.0;S;E;32
14931;66;QP3EA;95.0;73.0;S;E;32
19459;43;MS912;99.0;74.0;S;E;32
21936;64;HG6VA;98.0;76.0;S;E;32
18840;67;XQN1Q;84.0;82.0;N;E;32
17791;62;R56ZJ;79.0;83.0;S;E;32
19721;57;GPGE0;80.0;83.0;S;E;32
20998;56;WN6UC;80.0;89.0;N;E;32
20763;39;KBWBQ;80.0;91.0;S;E;32
24946;79;SLMV1;82.0;85.0;S;E;32
21575;50;W3HPF;82.0;87.0;N;E;32
19884;53;6MXC1;84.0;88.0;S;E;32
21601;8;8AU2D;88.0;84.0;S;E;32
23775;26;FCTLI;86.0;90.0;N;E;32
18333;38;15BFR;96.0;78.0;S;W;32
24409;36;6UUM1;98.0;78.0;S;E;32
22866;24;6X8OW;92.0;79.0;S;E;32
20127;0;OUW0T;96.0;82.0;S;E;32
21756;81;7AEAP;90.0;83.0;S;E;32
22202;11;PDDEY;92.0;85.0;S;E;32
19134;59;ZDDQF;92.0;87.0;S;E;32
17814;25;PYE58;92.0;91.0;S;W;32
20581;69;2Z4D3;95.0;86.0;S;E;32
17258;98;OCUPU;96.0;84.0;S;E;32
18095;22;PW37O;98.0;82.0;S;E;32
24516;1;GZ0VU;99.0;87.0;S;E;32
20029;69;F5926;25.0;93.0;N;E;32
24323;78;KU6G4;21.0;94.0;S;E;32
24564;2;NB95U;42.0;92.0;S;E;32
20681;8;Q8H2P;52.0;92.0;S;E;32
24816;97;Y2DR2;74.0;92.0;S;E;32
18572;80;S4J1V;43.0;94.0;N;E;32
23874;74;447WJ;49.0;94.0;S;E;32
19422;26;PQBQC;57.0;93.0;S;E;32
19730;85;LVBU3;51.0;94.0;S;E;32
18122;80;AUF5H;61.0;94.0;N;E;32
18890;66;7W5A7;67.0;93.0;S;E;32
13539;86;2YIRD;63.0;94.0;S;E;32
22491;19;W4GFF;74.0;94.0;S;E;32
23067;13;C6Z0L;84.0;94.0;S;E;32
20912;21;V80GU;34.0;95.0;S;E;32
23107;19;Y8M1G;45.0;95.0;S;W;32
20967;84;E4NLV;70.0;95.0;N;E;32
22700;7;9TVP9;78.0;95.0;N;E;32
24702;8;MC0LO;87.0;93.0;S;E;32
22675;13;9CRX8;91.0;93.0;S;E;32
22581;87;9UE2B;91.0;95.0;S;E;32
22122;46;3CKFD;26.0;98.0;S;E;32
18688;64;VNSR8;32.0;97.0;S;W;32
21512;65;Z0123;38.0;96.0;S;E;32
23588;42;UZFQ3;38.0;98.0;S;E;32
17297;20;YSC1X;42.0;96.0;S;E;32
18651;3;ZFS09;42.0;98.0;S;E;32
21724;63;ZF9RM;32.0;99.0;S;E;32
22552;84;XNLIY;36.0;99.0;S;E;32
22942;24;TB8MM;45.0;97.0;S;E;32
23441;12;RMU1T;47.0;99.0;S;E;32
23292;40;N4OI0;60.0;96.0;S;E;32
22414;38;ACOHQ;62.0;96.0;S;E;32
18376;30;J2TQV;66.0;97.0;S;E;32
15429;36;AGB40;60.0;98.0;S;E;32
16993;67;BQA3H;64.0;98.0;S;E;32
23899;5;KRI6R;55.0;99.0;N;E;32
22749;90;HQ5SM;66.0;99.0;S;W;32
19054;70;PQZUZ;89.0;97.0;S;E;32
21015;32;3PIYQ;89.0;99.0;S;E;32
24655;77;3CI8V;18.0;1.0;S;E;33
24420;22;3LQV6;26.0;1.0;S;E;33
23323;64;55FP7;41.0;1.0;S;E;33
24847;29;TCLWD;49.0;1.0;S;E;33
24310;76;JP2RF;59.0;1.0;S;E;33
22925;8;9T217;73.0;1.0;S;E;33
21927;26;ZR0XJ;81.0;1.0;S;E;33
23112;27;RBHZS;83.0;3.0;S;E;33
20326;53;JUVKQ;30.0;4.0;S;E;33
20524;7;SPZCN;35.0;4.0;S;E;33
22568;74;6S4N7;77.0;4.0;N;E;33
18851;17;XAVV4;7.0;5.0;N;W;33
17566;4;KYYHY;6.0;11.0;S;E;33
21095;71;12LAX;10.0;8.0;S;E;33
19697;73;OX47U;10.0;10.0;S;E;33
20342;36;QZJU6;6.0;13.0;S;E;33
23759;33;I9BNI;12.0;7.0;S;E;33
23090;11;Y4J20;14.0;11.0;S;E;33
19764;16;LJR5L;2.0;19.0;S;E;33
19188;29;09BHX;6.0;17.0;S;E;33
16104;73;P64JY;6.0;20.0;S;E;33
21964;24;RDG4I;5.0;22.0;S;W;33
20864;7;0KE68;3.0;23.0;S;E;33
23472;73;YCAST;9.0;20.0;S;E;33
22219;58;D2KPZ;9.0;22.0;S;E;33
20796;5;MYIZ3;9.0;24.0;N;E;33
20520;13;7UWVV;13.0;15.0;S;E;33
21445;24;KN76X;13.0;25.0;S;E;33
23390;66;DTFPC;20.0;10.0;N;E;33
24073;29;O3JJN;16.0;24.0;S;E;33
22701;41;191SU;20.0;24.0;S;E;33
22087;90;7OM5V;1.0;46.0;S;E;33
23592;24;7XQ4F;1.0;52.0;S;E;33
22634;12;R4GHF;1.0;56.0;S;E;33
20689;62;PHAMF;2.0;39.0;S;E;33
17142;9;ZK4K2;2.0;43.0;S;E;33
19740;57;6NP5C;1.0;58.0;S;E;33
23000;64;7UVEX;3.0;71.0;S;E;33
21566;61;S7E9G;4.0;38.0;S;E;33
23692;22;7XX1H;4.0;40.0;N;E;33
19958;72;FX7WB;4.0;60.0;S;E;33
16609;76;Q1RFZ;5.0;48.0;N;E;33
20163;32;4CUIT;5.0;50.0;S;E;33
21837;58;RGYRQ;2.0;87.0;S;E;33
21632;37;8NRPK;6.0;88.0;N;E;33
20149;8;CB33P;4.0;89.0;S;E;33
24357;37;BF9JS;7.0;76.0;S;E;33
24675;70;UIP0S;7.0;78.0;S;E;33
20101;81;05P2U;8.0;53.0;S;E;33
20712;20;WSYDU;8.0;57.0;S;E;33
20331;1;KVGBK;8.0;63.0;S;E;33
21155;87;10SZM;8.0;67.0;S;E;33
23009;8;GHT85;9.0;51.0;S;E;33
16565;62;ZFZLW;11.0;45.0;S;W;33
23824;95;0U8JG;11.0;49.0;S;E;33
22386;13;RL822;11.0;74.0;S;E;33
24980;41;72WQF;11.0;78.0;S;E;33
19256;55;ZTZOE;10.0;80.0;N;E;33
20828;15;0QFZT;10.0;92.0;S;E;33
24258;68;TWBJ2;12.0;54.0;S;E;33
23353;46;WLMR2;15.0;40.0;S;E;33
24223;63;8NR9V;15.0;42.0;S;E;33
22770;57;T0EGB;15.0;44.0;S;E;33
18389;69;HQFN6;19.0;43.0;S;E;33
24147;96;PDSQO;18.0;47.0;S;E;33
23562;61;ZR1KV;18.0;51.0;S;E;33
17140;57;67KJY;14.0;54.0;S;E;33
22688;12;F5GGN;20.0;53.0;S;E;33
18350;70;0592L;12.0;86.0;S;E;33
19965;10;OWKFD;18.0;55.0;N;E;33
24555;90;CNUCU;15.0;65.0;S;E;33
19329;93;BWAY0;18.0;59.0;S;E;33
20787;43;46IZ4;15.0;69.0;S;E;33
20425;63;1EB31;15.0;71.0;S;E;33
23901;89;BV7N0;18.0;76.0;S;E;33
22584;26;79C4B;15.0;77.0;S;E;33
23486;41;Y8I9G;14.0;83.0;S;E;33
17072;68;UKG2I;16.0;77.0;S;E;33
14975;92;TZSOG;16.0;79.0;S;E;33
13815;34;R21G6;18.0;84.0;S;W;33
19584;26;5B7P2;18.0;86.0;S;E;33
19612;33;TR8UW;17.0;88.0;S;E;33
20259;22;8L6HQ;17.0;92.0;S;E;33
